0,1,2,3,4,5
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,18,transport,NOUN,something that serves as a means of transportation<FF>an exchange of molecules (and their kinetic energy and momentum) across the boundary between adjacent layers of a fluid or across cell membranes<FF>the commercial enterprise of moving goods and materials<FF>a state of being carried away by overwhelming emotion; - Charles Dickens<FF>a mechanism that transports magnetic tape across the read/write heads of a tape playback/recorder<FF>the act of moving something from one location to another<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,4,fascination,NOUN,the state of being intensely interested (as by awe or terror)<FF>a feeling of great liking for something wonderful and unusual<FF>the capacity to attract intense interest<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,14,circuses,NOUN,"a travelling company of entertainers; including trained animals<FF>a performance given by a traveling company of acrobats, clowns, and trained animals<FF>a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment<FF>(antiquity) an open-air stadium for chariot races and gladiatorial games<FF>an arena consisting of an oval or circular area enclosed by tiers of seats and usually covered by a tent<FF>a genus of haws comprising the harriers<FF>"
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,19,city,NOUN,a large and densely populated urban area; may include several independent administrative districts<FF>an incorporated administrative district established by state charter<FF>people living in a large densely populated municipality<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,20,gates,NOUN,United States computer entrepreneur whose software company made him the youngest multi-billionaire in the history of the United States (born in 1955)<FF>a movable barrier in a fence or wall<FF>a computer circuit with several inputs but only one output that can be activated by particular combinations of inputs<FF>total admission receipts at a sports event<FF>passageway (as in an air terminal) where passengers can embark or disembark<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,23,arcs,NOUN,electrical conduction through a gas in an applied electric field<FF>a continuous portion of a circle<FF>something curved in shape<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,25,lightning,NOUN,abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light<FF>the flash of light that accompanies an electric discharge in the atmosphere (or something resembling such a flash); can scintillate for a second or more<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,29,tracks,NOUN,a line or route along which something travels or moves<FF>evidence pointing to a possible solution<FF>a pair of parallel rails providing a runway for wheels<FF>a course over which races are run<FF>a distinct selection of music from a recording or a compact disc<FF>an endless metal belt on which tracked vehicles move over the ground<FF>(computer science) one of the circular magnetic paths on a magnetic disk that serve as a guide for writing and reading data<FF>a groove on a phonograph recording<FF>a bar or pair of parallel bars of rolled steel making the railway along which railroad cars or other vehicles can roll<FF>any road or path affording passage especially a rough one<FF>the act of participating in an athletic competition involving running on a track<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,31,winter,NOUN,the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox<FF>
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,32,nights,NOUN,the time after sunset and before sunrise while it is dark outside<FF>a period of ignorance or backwardness or gloom<FF>the period spent sleeping<FF>the dark part of the diurnal cycle considered a time unit<FF>darkness<FF>a shortening of nightfall<FF>the time between sunset and midnight<FF>Roman goddess of night; daughter of Erebus; counterpart of Greek Nyx<FF>
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,0,Single-car,NOUN,Single-car<FF>
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,4,double-decker,NOUN,a vehicle carrying many passengers; used for public transport<FF>
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,6,trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",1,15,forms,NOUN,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something<FF>a category of things distinguished by some common characteristic or quality<FF>a perceptual structure<FF>any spatial attributes (especially as defined by outline)<FF>alternative names for the body of a human being<FF>the spatial arrangement of something as distinct from its substance<FF>the visual appearance of something or someone<FF>a printed document with spaces in which to write<FF>(biology) a group of organisms within a species that differ in trivial ways from similar groups<FF>an arrangement of the elements in a composition or discourse<FF>a particular mode in which something is manifested<FF>(physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary<FF>a body of students who are taught together<FF>an ability to perform well<FF>a life-size dummy used to display clothes<FF>a mold for setting concrete<FF>
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,18,transport,NOUN,something that serves as a means of transportation<FF>an exchange of molecules (and their kinetic energy and momentum) across the boundary between adjacent layers of a fluid or across cell membranes<FF>the commercial enterprise of moving goods and materials<FF>a state of being carried away by overwhelming emotion; - Charles Dickens<FF>a mechanism that transports magnetic tape across the read/write heads of a tape playback/recorder<FF>the act of moving something from one location to another<FF>
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,10,years,NOUN,"a late time of life<FF>a prolonged period of time<FF>the time during which someone's life continues<FF>a period of time containing 365 (or 366) days<FF>a period of time occupying a regular part of a calendar year that is used for some particular activity<FF>the period of time that it takes for a planet (as, e.g., Earth or Mars) to make a complete revolution around the sun<FF>a body of students who graduate together<FF>"
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,17,reliability,NOUN,the quality of being dependable or reliable<FF>
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,21,watch,NOUN,a small portable timepiece<FF>a period of time (4 or 2 hours) during which some of a ship's crew are on duty<FF>a purposeful surveillance to guard or observe<FF>the period during which someone (especially a guard) is on duty<FF>a person employed to keep watch for some anticipated event<FF>the rite of staying awake for devotional purposes (especially on the eve of a religious festival)<FF>
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,1,month,NOUN,one of the twelve divisions of the calendar year<FF>a time unit of approximately 30 days<FF>
Last month it was announced that Britain will get its first new-wave trams in 1991 .,1,11,new-wave,NOUN,new-wave<FF>
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,12,trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,9,traffic,NOUN,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time<FF>buying and selling; especially illicit trade<FF>the amount of activity over a communication system during a given period of time<FF>social or verbal interchange (usually followed by `with')<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,10,congestion,NOUN,excessive accumulation of blood or other fluid in a body part<FF>excessive crowding<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,16,levels,NOUN,a position on a scale of intensity or amount or quality<FF>a relative position or degree of value in a graded group<FF>a specific identifiable position in a continuum or series or especially in a process<FF>height above ground<FF>indicator that establishes the horizontal when a bubble is centered in a tube of liquid<FF>a flat surface at right angles to a plumb line<FF>an abstract place usually conceived as having depth<FF>a structure consisting of a room or set of rooms at a single position along a vertical scale<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,18,carbon,NOUN,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds<FF>a thin paper coated on one side with a dark waxy substance (often containing carbon); used to transfer characters from the original to an under sheet of paper<FF>a copy made with carbon paper<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,19,monoxide,NOUN,an oxide containing just one atom of oxygen in the molecule<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,22,city,NOUN,a large and densely populated urban area; may include several independent administrative districts<FF>an incorporated administrative district established by state charter<FF>people living in a large densely populated municipality<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,23,centre,NOUN,a low-lying region in central France<FF>an area that is approximately central within some larger region<FF>a point equidistant from the ends of a line or the extremities of a figure<FF>a place where some particular activity is concentrated<FF>the sweet central portion of a piece of candy that is enclosed in chocolate or some other covering<FF>the choicest or most essential or most vital part of some idea or experience<FF>the object upon which interest and attention focuses<FF>a cluster of nerve cells governing a specific bodily process<FF>a building dedicated to a particular activity<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,26,suburbs,NOUN,a residential district located on the outskirts of a city<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,28,satellite,NOUN,man-made equipment that orbits around the earth or the moon<FF>a person who follows or serves another<FF>any celestial body orbiting around a planet or star<FF>
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,29,towns,NOUN,an urban area with a fixed boundary that is smaller than a city<FF>the people living in a municipality smaller than a city<FF>an administrative division of a county<FF>United States architect who was noted for his design and construction of truss bridges (1784-1844)<FF>
"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",0,6,exception,NOUN,a deliberate act of omission<FF>an instance that does not conform to a rule or generalization<FF>grounds for adverse criticism<FF>
"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",0,13,single-deckers,NOUN,single-deckers<FF>
"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",0,23,trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",0,30,history,NOUN,the aggregate of past events<FF>a record or narrative description of past events<FF>the discipline that records and interprets past events involving human beings<FF>the continuum of events occurring in succession leading from the past to the present and even into the future<FF>all that is remembered of the past as preserved in writing; a body of knowledge<FF>
"In Britain , with the main exception of Blackpool ( not forgetting the single-deckers of the Isle of Man and Llandudno ) , trams had been largely relegated to the history books .",0,31,books,NOUN,a written work or composition that has been published (printed on pages bound together)<FF>physical objects consisting of a number of pages bound together<FF>a compilation of the known facts regarding something or someone<FF>a written version of a play or other dramatic composition; used in preparing for a performance<FF>a record in which commercial accounts are recorded<FF>a collection of playing cards satisfying the rules of a card game<FF>a collection of rules or prescribed standards on the basis of which decisions are made<FF>the sacred writings of Islam revealed by God to the prophet Muhammad during his life at Mecca and Medina<FF>the sacred writings of the Christian religions<FF>a major division of a long written composition<FF>a number of sheets (ticket or stamps etc.) bound together on one edge<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,4,place,NOUN,a point located with respect to surface features of some region<FF>any area set aside for a particular purpose<FF>an abstract mental location<FF>a general vicinity<FF>the post or function properly or customarily occupied or served by another<FF>a particular situation<FF>where you live at a particular time<FF>a job in an organization<FF>the particular portion of space occupied by something<FF>proper or designated social situation<FF>a space reserved for sitting (as in a theater or on a train or airplane)<FF>the passage that is being read<FF>proper or appropriate position or location<FF>a public square with room for pedestrians<FF>an item on a list or in a sequence<FF>a blank area<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,8,trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,12,tram,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,13,museum,NOUN,a depository for collecting and displaying objects having scientific or historical or artistic value<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,25,films,NOUN,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement<FF>a medium that disseminates moving pictures<FF>photographic material consisting of a base of celluloid covered with a photographic emulsion; used to make negatives or transparencies<FF>a thin coating or layer<FF>a thin sheet of (usually plastic and usually transparent) material used to wrap or cover things<FF>
"Otherwise , the best place to see working trams has been the tram museum at Crich in Derbyshire or else in old British Transport Commission films and Ealing comedies .",0,28,comedies,NOUN,light and humorous drama with a happy ending<FF>a comic incident or series of incidents<FF>
Trams disappeared from most British cities in the 1950s .,0,0,Trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
Trams disappeared from most British cities in the 1950s .,0,5,cities,NOUN,a large and densely populated urban area; may include several independent administrative districts<FF>an incorporated administrative district established by state charter<FF>people living in a large densely populated municipality<FF>
Trams disappeared from most British cities in the 1950s .,0,8,1950s,NOUN,the decade from 1950 to 1959<FF>
London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,0,3,red,NOUN,red color or pigment; the chromatic color resembling the hue of blood<FF>a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana<FF>emotionally charged terms used to refer to extreme radicals or revolutionaries<FF>the amount by which the cost of a business exceeds its revenue<FF>
London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,0,6,double-deckers,NOUN,a vehicle carrying many passengers; used for public transport<FF>
London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,0,11,embankment,NOUN,a long artificial mound of stone or earth; built to hold back water or to support a road or as protection<FF>
London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,0,15,time,NOUN,an instance or single occasion for some event<FF>a period of time considered as a resource under your control and sufficient to accomplish something<FF>an indefinite period (usually marked by specific attributes or activities)<FF>a suitable moment<FF>the continuum of experience in which events pass from the future through the present to the past<FF>a person's experience on a particular occasion<FF>a reading of a point in time as given by a clock<FF>the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event<FF>rhythm as given by division into parts of equal duration<FF>the period of time a prisoner is imprisoned<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",1,2,image,NOUN,an iconic mental representation<FF>(Jungian psychology) a personal facade that one presents to the world<FF>a visual representation (of an object or scene or person or abstraction) produced on a surface<FF>a standard or typical example<FF>language used in a figurative or nonliteral sense<FF>someone who closely resembles a famous person (especially an actor)<FF>(mathematics) the set of values of the dependent variable for which a function is defined<FF>the general impression that something (a person or organization or product) presents to the public<FF>a representation of a person (especially in the form of sculpture)<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",0,10,double-deck,NOUN,double-deck<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",0,11,tram,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",1,15,body,NOUN,"the entire structure of an organism (an animal, plant, or human being)<FF>a group of persons associated by some common tie or occupation and regarded as an entity<FF>a natural object consisting of a dead animal or person<FF>an individual 3-dimensional object that has mass and that is distinguishable from other objects<FF>the body excluding the head and neck and limbs<FF>a collection of particulars considered as a system<FF>the property of holding together and retaining its shape<FF>the central message of a communication<FF>the main mass of a thing<FF>a resonating chamber in a musical instrument (as the body of a violin)<FF>the external structure of a vehicle<FF>"
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",0,19,seats,NOUN,an area that includes places where several people can sit<FF>a space reserved for sitting (as in a theater or on a train or airplane)<FF>the fleshy part of the human body that you sit on<FF>furniture that is designed for sitting on<FF>any support where you can sit (especially the part of a chair or bench etc. on which you sit)<FF>a center of authority (as a city from which authority is exercised)<FF>the location (metaphorically speaking) where something is based<FF>the legal right to sit as a member in a legislative or similar body<FF>a part of a machine that supports or guides another part<FF>the cloth covering for the buttocks<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",0,23,motor,NOUN,machine that converts other forms of energy into mechanical energy and so imparts motion<FF>a nonspecific agent that imparts motion<FF>
"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .",1,29,mind,NOUN,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason<FF>recall or remembrance<FF>an opinion formed by judging something<FF>an important intellectual<FF>attention<FF>your intention; what you intend to do<FF>knowledge and intellectual ability<FF>
"Trams , it was believed until surprisingly recently , are old-fashioned .",0,0,Trams,NOUN,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers<FF>a four-wheeled wagon that runs on tracks in a mine<FF>a wheeled vehicle that runs on rails and is propelled by electricity<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,2,something,NOUN,something<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,6,fish,NOUN,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills<FF>the flesh of fish used as food<FF>(astrology) a person who is born while the sun is in Pisces<FF>the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,8,chips,NOUN,strips of potato fried in deep fat<FF>a small fragment of something broken off from the whole<FF>a triangular wooden float attached to the end of a log line<FF>a piece of dried bovine dung<FF>a thin crisp slice of potato fried in deep fat<FF>a mark left after a small piece has been chopped or broken off of something<FF>a small disk-shaped counter used to represent money when gambling<FF>electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit<FF>(golf) a low running approach shot<FF>the act of chipping something<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,11,newspaper,NOUN,a daily or weekly publication on folded sheets; contains news and articles and advertisements<FF>a business firm that publishes newspapers<FF>the physical object that is the product of a newspaper publisher<FF>cheap paper made from wood pulp and used for printing newspapers<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,13,men,NOUN,"the force of workers available<FF>an adult person who is male (as opposed to a woman)<FF>someone who serves in the armed forces; a member of a military force<FF>the generic use of the word to refer to any human being<FF>any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage<FF>a male subordinate<FF>an adult male person who has a manly character (virile and courageous competent)<FF>a manservant who acts as a personal attendant to his employer<FF>a male person who plays a significant role (husband or lover or boyfriend) in the life of a particular woman<FF>one of the British Isles in the Irish Sea<FF>game equipment consisting of an object used in playing certain board games<FF>all of the living human inhabitants of the earth<FF>"
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,15,hats,NOUN,headdress that protects the head from bad weather; has shaped crown and usually a brim<FF>an informal term for a person's role<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,19,specs,NOUN,optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision<FF>a detailed description of design criteria for a piece of work<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,21,smog,NOUN,air pollution by a mixture of smoke and fog<FF>
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",0,24,egg,NOUN,animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds<FF>oval reproductive body of a fowl (especially a hen) used as food<FF>one of the two male reproductive glands that produce spermatozoa and secrete androgens<FF>
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",0,6,diesel,NOUN,German engineer (born in France) who invented the diesel engine (1858-1913)<FF>an internal-combustion engine that burns heavy oil<FF>
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",0,7,buses,NOUN,a vehicle carrying many passengers; used for public transport<FF>the topology of a network whose components are connected by a busbar<FF>an electrical conductor that makes a common connection between several circuits<FF>a car that is old and unreliable<FF>
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",0,15,progress,NOUN,gradual improvement or growth or development<FF>the act of moving forward (as toward a goal)<FF>a movement forward<FF>
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",0,18,motorists,NOUN,someone who drives (or travels in) an automobile<FF>
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .",0,27,city,NOUN,a large and densely populated urban area; may include several independent administrative districts<FF>an incorporated administrative district established by state charter<FF>people living in a large densely populated municipality<FF>
