0,1,2,3,4,5
"Apart from mislaying your purse , I mean .",0,3,your,ADJ,your<FF>
"Apart from mislaying your purse , I mean .",0,4,purse,NOUN,a container used for carrying money and small personal items or accessories (especially by women)<FF>a sum of money spoken of as the contents of a money purse<FF>a small bag for carrying money<FF>a sum of money offered as a prize<FF>
"Apart from mislaying your purse , I mean .",0,6,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
"Apart from mislaying your purse , I mean .",0,7,mean,VERB,mean or intend to express or convey<FF>have as a logical consequence<FF>denote or connote<FF>have in mind as a purpose<FF>have a specified degree of importance<FF>intend to refer to<FF>destine or designate for a certain purpose<FF>
He grinned at her impishly .,0,0,He,PRON,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)<FF>
He grinned at her impishly .,0,1,grinned,VERB,"to draw back the lips and reveal the teeth, in a smile, grimace, or snarl<FF>"
He grinned at her impishly .,1,2,at,ADP,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium<FF>
He grinned at her impishly .,0,3,her,PRON,her<FF>
He grinned at her impishly .,0,4,impishly,ADV,in an appealing but bold manner<FF>
She told him .,0,0,She,PRON,She<FF>
She told him .,0,1,told,VERB,express in words<FF>let something be known<FF>narrate or give a detailed account of<FF>give instructions to or direct somebody to do something with authority<FF>discern or comprehend<FF>inform positively and with certainty and confidence<FF>give evidence<FF>mark as different<FF>
She told him .,0,2,him,PRON,him<FF>
He shook his head .,0,0,He,PRON,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)<FF>
He shook his head .,0,1,shook,VERB,"move or cause to move back and forth<FF>move with or as if with a tremor<FF>shake or vibrate rapidly and intensively<FF>move back and forth or sideways<FF>undermine or cause to waver<FF>stir the feelings, emotions, or peace of<FF>get rid of<FF>bring to a specified condition by or as if by shaking<FF>shake (a body part) to communicate a greeting, feeling, or cognitive state<FF>"
He shook his head .,0,2,his,ADJ,his<FF>
He shook his head .,0,3,head,NOUN,"the upper part of the human body or the front part of the body in animals; contains the face and brains<FF>a single domestic animal<FF>that which is responsible for one's thoughts and feelings; the seat of the faculty of reason<FF>a person who is in charge<FF>the front of a military formation or procession<FF>the pressure exerted by a fluid<FF>the top of something<FF>the source of water from which a stream arises<FF>(grammar) the word in a grammatical constituent that plays the same grammatical role as the whole constituent<FF>the tip of an abscess (where the pus accumulates)<FF>the length or height based on the size of a human or animal head<FF>a dense cluster of flowers or foliage<FF>the educator who has executive authority for a school<FF>an individual person<FF>a user of (usually soft) drugs<FF>a natural elevation (especially a rocky one that juts out into the sea)<FF>a rounded compact mass<FF>the foam or froth that accumulates at the top when you pour an effervescent liquid into a container<FF>the part in the front or nearest the viewer<FF>a difficult juncture<FF>forward movement<FF>a V-shaped mark at one end of an arrow pointer<FF>the subject matter at issue<FF>a line of text serving to indicate what the passage below it is about<FF>the rounded end of a bone that fits into a rounded cavity in another bone to form a joint<FF>that part of a skeletal muscle that is away from the bone that it moves<FF>(computer science) a tiny electromagnetic coil and metal pole used to write and read magnetic patterns on a disk<FF>(usually plural) the obverse side of a coin that usually bears the representation of a person's head<FF>the striking part of a tool<FF>(nautical) a toilet on board a boat or ship<FF>a projection out from one end; ,<FF>a membrane that is stretched taut over a drum<FF>oral stimulation of the genitals<FF>"
Dimples played in his cheeks .,0,0,Dimples,NOUN,a chad that has been punched or dimpled but all four corners are still attached<FF>any slight depression in a surface<FF>a small natural hollow in the cheek or chin<FF>
Dimples played in his cheeks .,1,1,played,VERB,"participate in games or sport<FF>act or have an effect in a specified way or with a specific effect or outcome<FF>play on an instrument<FF>play a role or part<FF>be at play; be engaged in playful activity; amuse oneself in a way characteristic of children<FF>replay (as a melody)<FF>perform music on (a musical instrument)<FF>pretend to have certain qualities or state of mind<FF>move or seem to move quickly, lightly, or irregularly<FF>bet or wager (money)<FF>engage in recreational activities rather than work; occupy oneself in a diversion<FF>pretend to be somebody in the framework of a game or playful activity<FF>emit recorded sound<FF>perform on a certain location<FF>put (a card or piece) into play during a game, or act strategically as if in a card game<FF>engage in an activity as if it were a game rather than take it seriously<FF>behave in a certain way<FF>cause to emit recorded audio or video<FF>manipulate manually or in one's mind or imagination<FF>use to one's advantage<FF>consider not very seriously<FF>be received or accepted or interpreted in a specific way<FF>behave carelessly or indifferently<FF>cause to move or operate freely within a bounded space<FF>perform on a stage or theater<FF>be performed or presented for public viewing<FF>cause to happen or to occur as a consequence<FF>discharge or direct or be discharged or directed as if in a continuous stream<FF>make bets<FF>stake on the outcome of an issue<FF>shoot or hit in a particular manner<FF>use or move<FF>employ in a game or in a specific position<FF>contend against an opponent in a sport, game, or battle<FF>exhaust by allowing to pull on the line<FF>"
Dimples played in his cheeks .,0,2,in,ADP,a unit of length equal to one twelfth of a foot<FF>
Dimples played in his cheeks .,0,3,his,ADJ,his<FF>
Dimples played in his cheeks .,0,4,cheeks,NOUN,either side of the face below the eyes<FF>an impudent statement<FF>either of the two large fleshy masses of muscular tissue that form the human rump<FF>impudent aggressiveness<FF>
Oh ! she squealed as light dawned .,0,0,Oh,INTJ,a midwestern state in north central United States in the Great Lakes region<FF>
Oh ! she squealed as light dawned .,0,2,she,PRON,she<FF>
Oh ! she squealed as light dawned .,0,3,squealed,VERB,"utter a high-pitched cry, characteristic of pigs<FF>confess to a punishable or reprehensible deed, usually under pressure<FF>"
Oh ! she squealed as light dawned .,0,4,as,ADP,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar<FF>
Oh ! she squealed as light dawned .,1,5,light,NOUN,(physics) electromagnetic radiation that can produce a visual sensation<FF>any device serving as a source of illumination<FF>a particular perspective or aspect of a situation<FF>the quality of being luminous; emitting or reflecting light<FF>an illuminated area<FF>a condition of spiritual awareness; divine illumination<FF>the visual effect of illumination on objects or scenes as created in pictures<FF>a person regarded very fondly<FF>having abundant light or illumination<FF>mental understanding as an enlightening experience<FF>merriment expressed by a brightness or gleam or animation of countenance<FF>public awareness<FF>a divine presence believed by Quakers to enlighten and guide the soul<FF>a visual warning signal<FF>a device for lighting or igniting fuel or charges or fires<FF>
Oh ! she squealed as light dawned .,1,6,dawned,VERB,become clear or enter one's consciousness or emotions<FF>appear or develop<FF>become light<FF>
"You 've set up as a designer in your own right , Gary !",0,0,You,PRON,You<FF>
"You 've set up as a designer in your own right , Gary !",0,1,'ve,VERB,'ve<FF>
"You 've set up as a designer in your own right , Gary !",1,2,set,VERB,"put into a certain place or abstract location<FF>fix conclusively or authoritatively<FF>decide upon or fix definitely<FF>establish as the highest level or best performance<FF>put into a certain state; cause to be in a certain state<FF>fix in a border<FF>make ready or suitable or equip in advance for a particular purpose or for some use, event, etc<FF>set to a certain position or cause to operate correctly<FF>locate<FF>disappear beyond the horizon<FF>adapt for performance in a different way<FF>put or set (seeds, seedlings, or plants) into the ground<FF>apply or start<FF>become gelatinous<FF>set in type<FF>put into a position that will restore a normal state<FF>insert (a nail or screw below the surface, as into a countersink)<FF>give a fine, sharp edge to a knife or razor<FF>urge to attack someone<FF>estimate<FF>equip with sails or masts<FF>get ready for a particular purpose or event<FF>alter or regulate so as to achieve accuracy or conform to a standard<FF>bear fruit<FF>arrange attractively<FF>"
"You 've set up as a designer in your own right , Gary !",1,3,up,PART,raise<FF>
"You 've set up as a designer in your own right , Gary !",0,4,as,ADP,a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar<FF>
"You 've set up as a designer in your own right , Gary !",0,5,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"You 've set up as a designer in your own right , Gary !",0,6,designer,NOUN,a person who specializes in designing architectural interiors and their furnishings<FF>someone who creates plans to be used in making something (such as buildings)<FF>someone who specializes in graphic design<FF>a person who devises plots or intrigues<FF>someone who designs clothing<FF>
"You 've set up as a designer in your own right , Gary !",1,7,in,ADP,a unit of length equal to one twelfth of a foot<FF>
"You 've set up as a designer in your own right , Gary !",0,8,your,ADJ,your<FF>
"You 've set up as a designer in your own right , Gary !",0,9,own,ADJ,belonging to or on behalf of a specified person (especially yourself); preceded by a possessive<FF>
"You 've set up as a designer in your own right , Gary !",1,10,right,NOUN,an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt<FF>location near or direction toward the right side; i.e. the side to the south when a person or object faces east<FF>the piece of ground in the outfield on the catcher's right<FF>those who support political or social or economic conservatism; those who believe that things are better left unchanged<FF>the hand that is on the right side of the body<FF>a turn toward the side of the body that is on the south when the person is facing east<FF>anything in accord with principles of justice<FF>(frequently plural) the interest possessed by law or custom in some intangible thing<FF>
"You 've set up as a designer in your own right , Gary !",0,12,Gary,PROPN,a city in northwest Indiana on Lake Michigan; steel production<FF>
"In a small way at the moment , of course , but things are happening .",1,0,In,ADP,a unit of length equal to one twelfth of a foot<FF>
"In a small way at the moment , of course , but things are happening .",0,1,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"In a small way at the moment , of course , but things are happening .",1,2,small,ADJ,"limited in size or scope<FF>(of children and animals) young, immature<FF>slight or limited; especially in degree or intensity or scope<FF>low or inferior in station or quality<FF>lowercase<FF>(of a voice) faint<FF>have fine or very small constituent particles<FF>not large but sufficient in size or amount<FF>made to seem smaller or less (especially in worth)<FF>"
"In a small way at the moment , of course , but things are happening .",1,3,way,NOUN,how something is done or how it happens<FF>how a result is obtained or an end is achieved<FF>a line leading to a place or point<FF>the condition of things generally<FF>a course of conduct<FF>any artifact consisting of a road or path affording passage from one place to another<FF>a journey or passage<FF>space for movement<FF>the property of distance in general<FF>doing as one pleases or chooses<FF>a general category of things; used in the expression `in the way of'<FF>a portion of something divided into shares<FF>
"In a small way at the moment , of course , but things are happening .",1,4,at,ADP,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium<FF>
"In a small way at the moment , of course , but things are happening .",0,5,the,DET,the<FF>
"In a small way at the moment , of course , but things are happening .",0,6,moment,NOUN,a particular point in time<FF>an indefinitely short time<FF>at this time<FF>having important effects or influence<FF>a turning force produced by an object acting at a distance (or a measure of that force)<FF>the n-th moment of a distribution is the expected value of the n-th power of the deviations from a fixed value<FF>
"In a small way at the moment , of course , but things are happening .",0,8,of,ADP,of<FF>
"In a small way at the moment , of course , but things are happening .",0,9,course,NOUN,education imparted in a series of lessons or meetings<FF>a connected series of events or actions or developments<FF>general line of orientation<FF>a mode of action<FF>a line or route along which something travels or moves<FF>a body of students who are taught together<FF>part of a meal served at one time<FF>(construction) a layer of masonry<FF>facility consisting of a circumscribed area of land or water laid out for a sport<FF>
"In a small way at the moment , of course , but things are happening .",0,11,but,CCONJ,and nothing more<FF>
"In a small way at the moment , of course , but things are happening .",1,12,things,NOUN,any movable possession (especially articles of clothing)<FF>a special situation<FF>an action<FF>a special abstraction<FF>an artifact<FF>an event<FF>a vaguely specified concern<FF>a statement regarded as an object<FF>an entity that is not named specifically<FF>any attribute or quality considered as having its own existence<FF>a special objective<FF>a persistent illogical feeling of desire or aversion<FF>a separate and self-contained entity<FF>
"In a small way at the moment , of course , but things are happening .",0,13,are,VERB,"have the quality of being; (copula, used with an adjective or a predicate noun)<FF>be identical to; be someone or something<FF>occupy a certain position or area; be somewhere<FF>have an existence, be extant<FF>happen, occur, take place<FF>be identical or equivalent to<FF>form or compose<FF>work in a specific place, with a specific subject, or in a specific function<FF>represent, as of a character on stage<FF>spend or use time<FF>have life, be alive<FF>to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form<FF>be priced at<FF>"
"In a small way at the moment , of course , but things are happening .",0,14,happening,VERB,"come to pass<FF>happen, occur, or be the case in the course of events or by chance; ;  (Santayana)<FF>chance to be or do something, without intention or causation<FF>come into being; become reality<FF>come upon, as if by accident; meet with<FF>"
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,0,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,1,1,came,VERB,"move toward, travel toward something or somebody or approach something or somebody<FF>reach a destination; arrive by movement or progress<FF>come to pass; arrive, as in due course<FF>reach or enter a state, relation, condition, use, or position<FF>to be the product or result<FF>be found or available<FF>come forth<FF>be a native of<FF>extend or reach<FF>exist or occur in a certain point in a series<FF>cover a certain distance<FF>come under, be classified or included<FF>happen as a result<FF>add up in number or quantity<FF>develop into<FF>be received<FF>come to one's mind; suggest itself<FF>come from; be connected by a relationship of blood, for example<FF>proceed or get along<FF>experience orgasm<FF>have a certain priority<FF>"
I came into a bit of money when my grandmother died and I decided to put it to good use .,1,2,into,ADP,into<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,3,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,1,4,bit,NOUN,a small piece or quantity of something<FF>a small fragment of something broken off from the whole<FF>an indefinitely short time<FF>an instance of some kind<FF>piece of metal held in horse's mouth by reins and used to control the horse while riding<FF>a unit of measurement of information (from binary + digit); the amount of information in a system having two equiprobable states<FF>a small amount of solid food; a mouthful<FF>a small fragment<FF>a short theatrical performance that is part of a longer program<FF>the part of a key that enters a lock and lifts the tumblers<FF>the cutting part of a drill; usually pointed and threaded and is replaceable in a brace or bitstock or drill press<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,5,of,ADP,of<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,6,money,NOUN,the most common medium of exchange; functions as legal tender<FF>wealth reckoned in terms of money<FF>the official currency issued by a government or national bank<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,7,when,ADV,when<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,8,my,ADJ,my<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,9,grandmother,NOUN,the mother of your father or mother<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,10,died,VERB,"pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>suffer or face the pain of death<FF>be brought to or as if to the point of death by an intense emotion such as embarrassment, amusement, or shame<FF>stop operating or functioning<FF>feel indifferent towards<FF>languish as with love or desire<FF>cut or shape with a die<FF>to be on base at the end of an inning, of a player<FF>lose sparkle or bouquet<FF>disappear or come to an end<FF>suffer spiritual death; be damned (in the religious sense)<FF>"
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,11,and,CCONJ,and<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,12,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,13,decided,VERB,"reach, make, or come to a decision about something<FF>bring to an end; settle conclusively<FF>cause to decide<FF>influence or determine<FF>"
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,14,to,PART,to<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,1,15,put,VERB,"put into a certain place or abstract location<FF>cause to be in a certain state; cause to be in a certain relation<FF>formulate in a particular style or language<FF>attribute or give<FF>make an investment<FF>estimate<FF>cause (someone) to undergo something<FF>adapt<FF>arrange thoughts, ideas, temporal events<FF>"
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,16,it,PRON,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,1,17,to,ADP,to<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,18,good,ADJ,having the normally expected amount<FF>deserving of esteem and respect<FF>promoting or enhancing well-being<FF>agreeable or pleasing<FF>of moral excellence<FF>having or showing knowledge and skill and aptitude<FF>thorough<FF>with or in a close or intimate relationship<FF>financially sound<FF>most suitable or right for a particular purpose<FF>resulting favorably<FF>exerting force or influence<FF>capable of pleasing<FF>appealing to the mind<FF>in excellent physical condition<FF>tending to promote physical well-being; beneficial to health<FF>not forged<FF>not left to spoil<FF>generally admired<FF>
I came into a bit of money when my grandmother died and I decided to put it to good use .,0,19,use,NOUN,the act of using<FF>what something is used for<FF>a particular service<FF>(economics) the utilization of economic goods to satisfy needs or in manufacturing<FF>(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition<FF>exerting shrewd or devious influence especially for one's own advantage<FF>(law) the exercise of the legal right to enjoy the benefits of owning property<FF>
Paula asked .,0,0,Paula,PROPN,Paula<FF>
Paula asked .,0,1,asked,VERB,"inquire about<FF>make a request or demand for something to somebody<FF>direct or put; seek an answer to<FF>consider obligatory; request and expect<FF>address a question to and expect an answer from<FF>require as useful, just, or proper<FF>require or ask for as a price or condition<FF>"
He shrugged his narrow shoulders .,0,0,He,PRON,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)<FF>
He shrugged his narrow shoulders .,0,1,shrugged,VERB,raise one's shoulders to indicate indifference or resignation<FF>
He shrugged his narrow shoulders .,0,2,his,ADJ,his<FF>
He shrugged his narrow shoulders .,0,3,narrow,ADJ,limited in size or scope<FF>characterized by painstaking care and detailed examination<FF>
He shrugged his narrow shoulders .,0,4,shoulders,NOUN,the part of the body between the neck and the upper arm<FF>a cut of meat including the upper joint of the foreleg<FF>a ball-and-socket joint between the head of the humerus and a cavity of the scapula<FF>the part of a garment that covers or fits over the shoulder<FF>a narrow edge of land (usually unpaved) along the side of a road<FF>
But I wanted to work for myself .,0,0,But,CCONJ,and nothing more<FF>
But I wanted to work for myself .,0,1,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
But I wanted to work for myself .,0,2,wanted,VERB,"feel or have a desire for; want strongly<FF>have need of<FF>hunt or look for; want for a particular reason<FF>wish or demand the presence of<FF>be without, lack; be deficient in<FF>"
But I wanted to work for myself .,0,3,to,PART,to<FF>
But I wanted to work for myself .,0,4,work,VERB,"exert oneself by doing mental or physical work for a purpose or out of necessity<FF>be employed<FF>have an effect or outcome; often the one desired or expected<FF>perform as expected when applied<FF>shape, form, or improve a material<FF>give a workout to<FF>proceed along a path<FF>operate in a certain place, area, or specialty<FF>proceed towards a goal or along a path or through an activity<FF>move in an agitated manner<FF>cause to happen or to occur as a consequence<FF>cause to work<FF>prepare for crops<FF>behave in a certain way when handled<FF>have and exert influence or effect<FF>operate in or through<FF>cause to operate or function<FF>provoke or excite<FF>gratify and charm, usually in order to influence<FF>make something, usually for a specific function<FF>move into or onto<FF>make uniform<FF>use or manipulate to one's advantage<FF>find the solution to (a problem or question) or understand the meaning of<FF>cause to undergo fermentation<FF>go sour or spoil<FF>arrive at a certain condition through repeated motion<FF>"
But I wanted to work for myself .,0,5,for,ADP,for<FF>
But I wanted to work for myself .,0,6,myself,PRON,myself<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,0,Designing,VERB,"make or work out a plan for; devise<FF>plan something for a specific role or purpose or effect<FF>create the design for; create or execute in an artistic or highly skilled manner<FF>make a design of; plan out in systematic, often graphic form<FF>create designs<FF>conceive or fashion in the mind; invent<FF>intend or have as a purpose<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,1,clothes,NOUN,clothing in general<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,2,for,ADP,for<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,3,Carnega,PROPN,Carnega<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,4,was,VERB,"have the quality of being; (copula, used with an adjective or a predicate noun)<FF>be identical to; be someone or something<FF>occupy a certain position or area; be somewhere<FF>have an existence, be extant<FF>happen, occur, take place<FF>be identical or equivalent to<FF>form or compose<FF>work in a specific place, with a specific subject, or in a specific function<FF>represent, as of a character on stage<FF>spend or use time<FF>have life, be alive<FF>to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form<FF>be priced at<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,5,all,DET,quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,6,very,ADV,used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal<FF>precisely so<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,7,well,ADV,"(often used as a combining form) in a good or proper or satisfactory manner or to a high standard (`good' is a nonstandard dialectal variant for `well')<FF>thoroughly or completely; fully; often used as a combining form; ; ; ; ; ,<FF>indicating high probability; in all likelihood<FF>(used for emphasis or as an intensifier) entirely or fully<FF>to a suitable or appropriate extent or degree<FF>favorably; with approval<FF>to a great extent or degree<FF>with great or especially intimate knowledge<FF>with prudence or propriety<FF>with skill or in a pleasing manner<FF>in a manner affording benefit or advantage<FF>in financial comfort<FF>without unusual distress or resentment; with good humor<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,8,and,CCONJ,and<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,9,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,1,10,made,VERB,"engage in<FF>give certain properties to something<FF>make or cause to be or to become<FF>cause to do; cause to act in a specified manner<FF>give rise to; cause to happen or occur, not always intentionally<FF>create or manufacture a man-made product<FF>make, formulate, or derive in the mind<FF>compel or make somebody or something to act in a certain way<FF>create by artistic means<FF>earn on some commercial or business transaction; earn as salary or wages<FF>create or design, often in a certain way<FF>to compose or represent:<FF>reach a goal, e.g.,<FF>be or be capable of being changed or made into<FF>make by shaping or bringing together constituents<FF>perform or carry out<FF>make by combining materials and parts<FF>change from one form into another<FF>act in a certain way so as to acquire<FF>charge with a function; charge to be<FF>achieve a point or goal<FF>reach a destination, either real or abstract<FF>institute, enact, or establish<FF>carry out or commit<FF>form by assembling individuals or constituents<FF>organize or be responsible for<FF>put in order or neaten<FF>head into a specified direction<FF>have a bowel movement<FF>undergo fabrication or creation<FF>be suitable for<FF>add up to<FF>amount to<FF>constitute the essence of<FF>appear to begin an activity<FF>proceed along a path<FF>reach in time<FF>gather and light the materials for<FF>prepare for eating by applying heat<FF>induce to have sex<FF>assure the success of<FF>represent fictitiously, as in a play, or pretend to be or act like<FF>consider as being<FF>calculate as being<FF>cause to be enjoyable or pleasurable<FF>favor the development of<FF>develop into<FF>behave in a certain way<FF>eliminate urine<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,11,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,12,good,ADJ,having the normally expected amount<FF>deserving of esteem and respect<FF>promoting or enhancing well-being<FF>agreeable or pleasing<FF>of moral excellence<FF>having or showing knowledge and skill and aptitude<FF>thorough<FF>with or in a close or intimate relationship<FF>financially sound<FF>most suitable or right for a particular purpose<FF>resulting favorably<FF>exerting force or influence<FF>capable of pleasing<FF>appealing to the mind<FF>in excellent physical condition<FF>tending to promote physical well-being; beneficial to health<FF>not forged<FF>not left to spoil<FF>generally admired<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,13,living,NOUN,the experience of being alive; the course of human events and activities<FF>people who are still living<FF>the condition of living or the state of being alive<FF>the financial means whereby one lives<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,1,14,at,ADP,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,15,it,PRON,the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,16,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,17,wo,VERB,wo<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,18,n't,ADV,n't<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,19,deny,VERB,"declare untrue; contradict<FF>refuse to accept or believe<FF>refuse to grant, as of a petition or request<FF>refuse to let have<FF>deny oneself (something); restrain, especially from indulging in some pleasure<FF>deny formally (an allegation of fact by the opposing party) in a legal suit<FF>refuse to recognize or acknowledge<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,20,but,CCONJ,and nothing more<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,21,I,PRON,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)<FF>
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,22,wanted,VERB,"feel or have a desire for; want strongly<FF>have need of<FF>hunt or look for; want for a particular reason<FF>wish or demand the presence of<FF>be without, lack; be deficient in<FF>"
Designing clothes for Carnega was all very well and I made a good living at it I wo n't deny but I wanted to be free to do my own thing Ã¢ÂÂ and to have my own name on the labels .,0,23,to,PART,to<FF>
