0,1,2,3,4,5
Did you ever climb up the hill behind your house ?,0,3,climb,VERB,"go upward with gradual or continuous progress<FF>move with difficulty, by grasping<FF>go up or advance<FF>slope upward<FF>improve one's social status<FF>increase in value or to a higher point<FF>"
Sales were climbing after prices were lowered .,1,2,climbing,VERB,"go upward with gradual or continuous progress<FF>move with difficulty, by grasping<FF>go up or advance<FF>slope upward<FF>improve one's social status<FF>increase in value or to a higher point<FF>"
Sales were climbing after prices were lowered .,1,2,climbing,VERB,"go upward with gradual or continuous progress<FF>move with difficulty, by grasping<FF>go up or advance<FF>slope upward<FF>improve one's social status<FF>increase in value or to a higher point<FF>"
The path climbed all the way to the top of the hill .,1,2,climbed,VERB,"go upward with gradual or continuous progress<FF>move with difficulty, by grasping<FF>go up or advance<FF>slope upward<FF>improve one's social status<FF>increase in value or to a higher point<FF>"
The leaves clog our drains in the Fall .,0,2,clog,VERB,"become or cause to become obstructed<FF>dance a clog dance<FF>impede the motion of, as with a chain or a burden<FF>impede with a clog or as if with a clog<FF>coalesce or unite in a mass<FF>fill to excess so that function is impaired<FF>"
horses were clogged until they were tamed .,1,2,clogged,VERB,"become or cause to become obstructed<FF>dance a clog dance<FF>impede the motion of, as with a chain or a burden<FF>impede with a clog or as if with a clog<FF>coalesce or unite in a mass<FF>fill to excess so that function is impaired<FF>"
The market is being clogged by these operations .,1,4,clogged,VERB,"become or cause to become obstructed<FF>dance a clog dance<FF>impede the motion of, as with a chain or a burden<FF>impede with a clog or as if with a clog<FF>coalesce or unite in a mass<FF>fill to excess so that function is impaired<FF>"
Fear clogged her mind .,1,1,clogged,VERB,"become or cause to become obstructed<FF>dance a clog dance<FF>impede the motion of, as with a chain or a burden<FF>impede with a clog or as if with a clog<FF>coalesce or unite in a mass<FF>fill to excess so that function is impaired<FF>"
The smoke clouded above the houses .,0,2,clouded,VERB,make overcast or cloudy<FF>make less visible or unclear<FF>billow up in the form of a cloud<FF>make gloomy or depressed<FF>place under suspicion or cast doubt upon<FF>make less clear<FF>colour with streaks or blotches of different shades<FF>make milky or dull<FF>
Their faces were clouded with sadness .,1,3,clouded,VERB,make overcast or cloudy<FF>make less visible or unclear<FF>billow up in the form of a cloud<FF>make gloomy or depressed<FF>place under suspicion or cast doubt upon<FF>make less clear<FF>colour with streaks or blotches of different shades<FF>make milky or dull<FF>
The stroke clouded memories of her youth .,1,2,clouded,VERB,make overcast or cloudy<FF>make less visible or unclear<FF>billow up in the form of a cloud<FF>make gloomy or depressed<FF>place under suspicion or cast doubt upon<FF>make less clear<FF>colour with streaks or blotches of different shades<FF>make milky or dull<FF>
The chemical clouded the liquid to which it was added .,1,2,clouded,VERB,make overcast or cloudy<FF>make less visible or unclear<FF>billow up in the form of a cloud<FF>make gloomy or depressed<FF>place under suspicion or cast doubt upon<FF>make less clear<FF>colour with streaks or blotches of different shades<FF>make milky or dull<FF>
His political ideas color his lectures .,1,3,color,VERB,"add color to<FF>affect as in thought or feeling<FF>modify or bias<FF>decorate with colors<FF>give a deceptive explanation or excuse for<FF>change color, often in an undesired manner<FF>"
color the walls with paint in warm tones .,0,0,color,VERB,"add color to<FF>affect as in thought or feeling<FF>modify or bias<FF>decorate with colors<FF>give a deceptive explanation or excuse for<FF>change color, often in an undesired manner<FF>"
commit a random act of kindness .,0,0,commit,VERB,"perform an act, usually with a negative connotation<FF>give entirely to a specific person, activity, or cause<FF>cause to be admitted; of persons to an institution<FF>confer a trust upon<FF>make an investment<FF>engage in or perform<FF>"
Please communicate this message to all employees .,0,1,communicate,VERB,"transmit information<FF>transmit thoughts or feelings<FF>transfer to another<FF>join or connect<FF>be in verbal contact; interchange information or ideas<FF>administer Communion; in church<FF>receive Communion, in the Catholic church<FF>"
He communicated his anxieties to the psychiatrist .,0,1,communicated,VERB,"transmit information<FF>transmit thoughts or feelings<FF>transfer to another<FF>join or connect<FF>be in verbal contact; interchange information or ideas<FF>administer Communion; in church<FF>receive Communion, in the Catholic church<FF>"
communicate a disease .,1,0,communicate,VERB,"transmit information<FF>transmit thoughts or feelings<FF>transfer to another<FF>join or connect<FF>be in verbal contact; interchange information or ideas<FF>administer Communion; in church<FF>receive Communion, in the Catholic church<FF>"
The rooms communicated .,1,2,communicated,VERB,"transmit information<FF>transmit thoughts or feelings<FF>transfer to another<FF>join or connect<FF>be in verbal contact; interchange information or ideas<FF>administer Communion; in church<FF>receive Communion, in the Catholic church<FF>"
John compared his haircut to his friend 's .,0,1,compared,VERB,"examine and note the similarities or differences of<FF>be comparable<FF>consider or describe as similar, equal, or analogous<FF>to form the comparative or superlative form on an adjective or adverb<FF>"
This car does not compare with our line of Mercedes .,0,4,compare,VERB,"examine and note the similarities or differences of<FF>be comparable<FF>consider or describe as similar, equal, or analogous<FF>to form the comparative or superlative form on an adjective or adverb<FF>"
We can compare the Han dynasty to the Romans .,0,2,compare,VERB,"examine and note the similarities or differences of<FF>be comparable<FF>consider or describe as similar, equal, or analogous<FF>to form the comparative or superlative form on an adjective or adverb<FF>"
Greed and ambition composed his personality .,1,3,composed,VERB,"form the substance of<FF>write music<FF>produce a literary work<FF>put together out of existing material<FF>calm (someone, especially oneself); make quiet<FF>make up plans or basic details for<FF>"
Beethoven composed nine symphonies .,0,1,composed,VERB,"form the substance of<FF>write music<FF>produce a literary work<FF>put together out of existing material<FF>calm (someone, especially oneself); make quiet<FF>make up plans or basic details for<FF>"
Our office is fully computerized now .,0,4,computerized,VERB,"provide with computers<FF>store in a computer<FF>control a function, process, or creation by a computer<FF>"
They computerized the car industry .,0,1,computerized,VERB,"provide with computers<FF>store in a computer<FF>control a function, process, or creation by a computer<FF>"
condense the contents of a book into a summary .,1,0,condense,VERB,undergo condensation; change from a gaseous to a liquid state and fall in drops<FF>make more concise<FF>remove water from<FF>cause a gas or vapor to change into a liquid<FF>become more compact or concentrated<FF>develop due to condensation<FF>compress or concentrate<FF>
The cold air condensed the steam .,0,3,condensed,VERB,undergo condensation; change from a gaseous to a liquid state and fall in drops<FF>make more concise<FF>remove water from<FF>cause a gas or vapor to change into a liquid<FF>become more compact or concentrated<FF>develop due to condensation<FF>compress or concentrate<FF>
All our planets condensed out of the same material .,0,3,condensed,VERB,undergo condensation; change from a gaseous to a liquid state and fall in drops<FF>make more concise<FF>remove water from<FF>cause a gas or vapor to change into a liquid<FF>become more compact or concentrated<FF>develop due to condensation<FF>compress or concentrate<FF>
Congress condensed the three - year plan into a six - month plan .,1,1,condensed,VERB,undergo condensation; change from a gaseous to a liquid state and fall in drops<FF>make more concise<FF>remove water from<FF>cause a gas or vapor to change into a liquid<FF>become more compact or concentrated<FF>develop due to condensation<FF>compress or concentrate<FF>
The comedian convulsed the crowd .,1,2,convulsed,VERB,"make someone convulse with laughter<FF>be overcome with laughter<FF>move or stir about violently<FF>shake uncontrollably<FF>cause to contract<FF>contract involuntarily, as in a spasm<FF>"
earthquakes convulsed the countryside .,1,1,convulsed,VERB,"make someone convulse with laughter<FF>be overcome with laughter<FF>move or stir about violently<FF>shake uncontrollably<FF>cause to contract<FF>contract involuntarily, as in a spasm<FF>"
The spasm convulses her facial muscles .,0,2,convulses,VERB,"make someone convulse with laughter<FF>be overcome with laughter<FF>move or stir about violently<FF>shake uncontrollably<FF>cause to contract<FF>contract involuntarily, as in a spasm<FF>"
The muscles in her face convulsed .,0,5,convulsed,VERB,"make someone convulse with laughter<FF>be overcome with laughter<FF>move or stir about violently<FF>shake uncontrollably<FF>cause to contract<FF>contract involuntarily, as in a spasm<FF>"
The crocodile was crawling along the riverbed .,0,3,crawling,VERB,move slowly; in the case of people or animals with the body near the ground<FF>feel as if crawling with insects<FF>be full of<FF>show submission or fear<FF>swim by doing the crawl<FF>
My skin crawled -- I was terrified .,1,2,crawled,VERB,move slowly; in the case of people or animals with the body near the ground<FF>feel as if crawling with insects<FF>be full of<FF>show submission or fear<FF>swim by doing the crawl<FF>
The old cheese was crawling with maggots .,1,4,crawling,VERB,move slowly; in the case of people or animals with the body near the ground<FF>feel as if crawling with insects<FF>be full of<FF>show submission or fear<FF>swim by doing the crawl<FF>
European children learn the breast stroke ; they often do n't know how to crawl .,0,14,crawl,VERB,move slowly; in the case of people or animals with the body near the ground<FF>feel as if crawling with insects<FF>be full of<FF>show submission or fear<FF>swim by doing the crawl<FF>
The prince was crowned in Westminster Abbey .,0,3,crowned,VERB,invest with regal power; enthrone<FF>be the culminating event<FF>form the topmost part of<FF>put an enamel cover on<FF>
The speech crowned the meeting .,1,2,crowned,VERB,invest with regal power; enthrone<FF>be the culminating event<FF>form the topmost part of<FF>put an enamel cover on<FF>
A weather vane crowns the building .,1,3,crowns,VERB,invest with regal power; enthrone<FF>be the culminating event<FF>form the topmost part of<FF>put an enamel cover on<FF>
crush an aluminum can .,0,0,crush,VERB,"come down on or keep down by unjust use of one's authority<FF>to compress with violence, out of natural shape or condition<FF>come out better in a competition, race, or conflict<FF>break into small pieces<FF>humiliate or depress completely<FF>crush or bruise<FF>make ineffective<FF>become injured, broken, or distorted by pressure<FF>"
The car crushed the toy .,0,2,crushed,VERB,"come down on or keep down by unjust use of one's authority<FF>to compress with violence, out of natural shape or condition<FF>come out better in a competition, race, or conflict<FF>break into small pieces<FF>humiliate or depress completely<FF>crush or bruise<FF>make ineffective<FF>become injured, broken, or distorted by pressure<FF>"
